,Nome Responsável,Tipo de Medicao,Latitude,Longitude,Municipio,UF,Valor Medio,% do Limite,Número Estação,Operadora,ErbLat,ErbLong,Tecs,Time,Distancia,Power,Gain,Tx_Height,Rx_Height,Frequency
150458,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33816,-48.95783,Anápolis,GO,0.43,0.02,690534671,Claro,-16.3377222222222,-48.9570416666667,2G 3G 4G,2016-02-20 23:15:00,97.2,30.0,5.0,50.0,2.0,800
150459,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33772,-48.95633,Anápolis,GO,0.35,0.02,690534671,Claro,-16.3377222222222,-48.9570416666667,2G 3G 4G,2016-02-20 23:15:00,75.9,30.0,5.0,50.0,2.0,800
150460,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33768,-48.95693,Anápolis,GO,0.33,0.01,690534671,Claro,-16.3377222222222,-48.9570416666667,2G 3G 4G,2016-02-20 23:15:00,12.8,30.0,5.0,50.0,2.0,800
150461,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33711,-48.95744,Anápolis,GO,0.41,0.02,690534671,Claro,-16.3377222222222,-48.9570416666667,2G 3G 4G,2016-02-20 23:15:00,80.3,30.0,5.0,50.0,2.0,800
150471,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36656,-48.912,Anápolis,GO,0.3,0.01,1000720206,Claro,-16.3654583333333,-48.9126805555556,2G 3G 4G,2016-02-20 23:15:00,142.4,30.0,4.98,50.0,2.0,801
150472,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36541,-48.91289,Anápolis,GO,0.38,0.02,1000720206,Claro,-16.3654583333333,-48.9126805555556,2G 3G 4G,2016-02-20 23:30:00,23.0,30.0,4.98,50.0,2.0,801
150473,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36445,-48.9137,Anápolis,GO,0.08,0.0,1000720206,Claro,-16.3654583333333,-48.9126805555556,2G 3G 4G,2016-02-20 23:30:00,156.2,30.0,4.98,50.0,2.0,801
150474,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36377,-48.91231,Anápolis,GO,0.33,0.01,1000720206,Claro,-16.3654583333333,-48.9126805555556,2G 3G 4G,2016-02-20 23:30:00,191.9,30.0,4.98,50.0,2.0,801
150484,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33235,-48.93508,Anápolis,GO,0.34,0.01,688257992,Claro,-16.3314,-48.9346,2G 3G 4G,2016-02-20 23:30:00,117.4,30.0,4.98,50.0,1.9,800
150485,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33222,-48.93378,Anápolis,GO,0.46,0.03,688257992,Claro,-16.3314,-48.9346,2G 3G 4G,2016-02-20 23:30:00,126.4,30.0,4.98,50.0,1.9,800
150486,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33141,-48.9347,Anápolis,GO,0.56,0.04,688257992,Claro,-16.3314,-48.9346,2G 3G 4G,2016-02-20 23:30:00,10.7,30.0,4.98,50.0,1.9,800
150487,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33099,-48.93577,Anápolis,GO,0.48,0.03,688257992,Claro,-16.3314,-48.9346,2G 3G 4G,2016-02-20 23:30:00,132.9,30.0,4.98,50.0,1.9,800
150492,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31739,-48.954,Anápolis,GO,0.43,0.02,691782598,Claro,-16.3159194444444,-48.9531694444444,2G 3G 4G,2016-02-20 23:30:00,186.0,30.0,5.0,50.0,2.0,801
150493,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31671,-48.95241,Anápolis,GO,0.47,0.03,691782598,Claro,-16.3159194444444,-48.9531694444444,2G 3G 4G,2016-02-20 23:30:00,119.6,30.0,5.0,50.0,2.0,801
150494,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31596,-48.95348,Anápolis,GO,0.2,0.01,691782598,Claro,-16.3159194444444,-48.9531694444444,2G 3G 4G,2016-02-20 23:30:00,33.4,30.0,5.0,50.0,2.0,801
150495,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31492,-48.95344,Anápolis,GO,0.37,0.02,691782598,Claro,-16.3159194444444,-48.9531694444444,2G 3G 4G,2016-02-20 23:30:00,114.8,30.0,5.0,50.0,2.0,801
150500,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29299,-48.97029,Anápolis,GO,0.83,0.09,379968339,Claro,-16.2923,-48.9715,2G 3G 4G,2016-02-20 23:30:00,150.2,30.0,5.01,50.1,2.0,801
150501,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29256,-48.97119,Anápolis,GO,0.64,0.05,379968339,Claro,-16.2923,-48.9715,2G 3G 4G,2016-02-20 23:45:00,43.9,30.0,5.01,50.1,2.0,801
150502,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29204,-48.97003,Anápolis,GO,0.78,0.08,379968339,Claro,-16.2923,-48.9715,2G 3G 4G,2016-02-20 23:45:00,159.5,30.0,5.01,50.1,2.0,801
150503,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29199,-48.97228,Anápolis,GO,1.01,0.13,379968339,Claro,-16.2923,-48.9715,2G 3G 4G,2016-02-20 23:45:00,90.1,30.0,5.01,50.1,2.0,801
150508,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.25615,-48.93695,Anápolis,GO,0.34,0.01,687535000,Claro,-16.2552,-48.9376972222222,2G 3G 4G,2016-02-20 23:45:00,132.4,27.0,3.79,49.5,2.0,800
150509,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.25541,-48.93737,Anápolis,GO,0.71,0.06,687535000,Claro,-16.2552,-48.9376972222222,2G 3G 4G,2016-02-20 23:45:00,42.0,27.0,3.79,49.5,2.0,800
150510,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.25531,-48.93871,Anápolis,GO,0.28,0.01,687535000,Claro,-16.2552,-48.9376972222222,2G 3G 4G,2016-02-20 23:45:00,108.8,27.0,3.79,49.5,2.0,800
150511,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.25403,-48.93704,Anápolis,GO,0.32,0.01,687535000,Claro,-16.2552,-48.9376972222222,2G 3G 4G,2016-02-20 23:45:00,147.8,27.0,3.79,49.5,2.0,800
150512,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.3073,-48.93759,Anápolis,GO,0.42,0.02,687534852,Claro,-16.3065,-48.9378,2G 3G 4G,2016-02-20 23:45:00,91.7,30.0,4.99,50.0,2.0,801
150513,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30674,-48.93836,Anápolis,GO,0.42,0.02,687534852,Claro,-16.3065,-48.9378,2G 3G 4G,2016-02-20 23:45:00,65.5,30.0,4.99,50.0,2.0,801
150514,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30654,-48.93739,Anápolis,GO,0.41,0.02,687534852,Claro,-16.3065,-48.9378,2G 3G 4G,2016-02-20 23:45:00,44.0,30.0,4.99,50.0,2.0,801
150515,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30566,-48.93719,Anápolis,GO,0.35,0.02,687534852,Claro,-16.3065,-48.9378,2G 3G 4G,2016-02-20 23:45:00,113.9,30.0,4.99,50.0,2.0,801
150566,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32754,-48.95138,Anápolis,GO,0.31,0.01,1001773508,Claro,-16.3264,-48.9513388888889,3G 4G,2016-02-21 00:15:00,126.8,30.0,4.98,49.9,1.9,800
150567,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32664,-48.95133,Anápolis,GO,0.52,0.03,1001773508,Claro,-16.3264,-48.9513388888889,3G 4G,2016-02-21 00:15:00,26.7,30.0,4.98,49.9,1.9,800
150568,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32624,-48.95031,Anápolis,GO,0.19,0.0,1001773508,Claro,-16.3264,-48.9513388888889,3G 4G,2016-02-21 00:15:00,111.2,30.0,4.98,49.9,1.9,800
150569,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32619,-48.95211,Anápolis,GO,0.34,0.01,1001773508,Claro,-16.3264,-48.9513388888889,3G 4G,2016-02-21 00:15:00,85.5,30.0,4.98,49.9,1.9,800
150578,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31573,-48.96278,Anápolis,GO,0.6,0.05,687485819,Claro,-16.3151,-48.9628,2G 3G 4G,2016-02-21 00:15:00,70.1,29.9,4.81,50.0,2.0,801
150579,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31512,-48.9638,Anápolis,GO,1.19,0.18,687485819,Claro,-16.3151,-48.9628,2G 3G 4G,2016-02-21 00:15:00,106.7,29.9,4.81,50.0,2.0,801
150580,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31512,-48.96272,Anápolis,GO,0.67,0.06,687485819,Claro,-16.3151,-48.9628,2G 3G 4G,2016-02-21 00:15:00,8.8,29.9,4.81,50.0,2.0,801
150581,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31411,-48.96263,Anápolis,GO,0.75,0.07,687485819,Claro,-16.3151,-48.9628,2G 3G 4G,2016-02-21 00:15:00,111.6,29.9,4.81,50.0,2.0,801
150582,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28306,-48.97503,Anápolis,GO,0.34,0.01,684210860,Claro,-16.282,-48.9752,2G 3G 4G,2016-02-21 00:15:00,119.3,30.0,5.0,50.0,2.0,801
150583,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28235,-48.97388,Anápolis,GO,0.3,0.01,684210860,Claro,-16.282,-48.9752,2G 3G 4G,2016-02-21 00:15:00,146.2,30.0,5.0,50.0,2.0,801
150584,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.282,-48.97479,Anápolis,GO,0.56,0.04,684210860,Claro,-16.282,-48.9752,2G 3G 4G,2016-02-21 00:15:00,43.8,30.0,5.0,50.0,2.0,801
150585,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28066,-48.97545,Anápolis,GO,0.3,0.01,684210860,Claro,-16.282,-48.9752,2G 3G 4G,2016-02-21 00:15:00,151.4,30.0,5.0,50.0,2.0,801
150590,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28266,-48.93674,Anápolis,GO,0.57,0.04,700006184,Claro,-16.2815,-48.9365,2G 3G 4G,2016-02-21 00:15:00,131.5,30.0,4.99,50.0,2.0,801
150591,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28158,-48.93631,Anápolis,GO,0.35,0.02,700006184,Claro,-16.2815,-48.9365,2G 3G 4G,2016-02-21 00:15:00,22.1,30.0,4.99,50.0,2.0,801
150592,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28113,-48.93756,Anápolis,GO,0.5,0.03,700006184,Claro,-16.2815,-48.9365,2G 3G 4G,2016-02-21 00:15:00,120.4,30.0,4.99,50.0,2.0,801
150593,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28078,-48.93536,Anápolis,GO,0.57,0.04,700006184,Claro,-16.2815,-48.9365,2G 3G 4G,2016-02-21 00:15:00,145.7,30.0,4.99,50.0,2.0,801
150594,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31237,-48.9446,Anápolis,GO,1.02,0.13,1000718422,Claro,-16.3112694444444,-48.9432611111111,3G 4G,2016-02-21 00:30:00,188.1,29.9,4.7,44.4,2.1,801
150595,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31116,-48.9437,Anápolis,GO,0.64,0.05,1000718422,Claro,-16.3112694444444,-48.9432611111111,3G 4G,2016-02-21 00:30:00,48.4,29.9,4.7,44.4,2.1,801
150596,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31033,-48.94197,Anápolis,GO,1.14,0.17,1000718422,Claro,-16.3112694444444,-48.9432611111111,3G 4G,2016-02-21 00:30:00,172.9,29.9,4.7,44.4,2.1,801
150597,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31017,-48.94369,Anápolis,GO,0.92,0.11,1000718422,Claro,-16.3112694444444,-48.9432611111111,3G 4G,2016-02-21 00:30:00,130.5,29.9,4.7,44.4,2.1,801
150606,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33228,-48.96952,Anápolis,GO,0.37,0.02,684678420,Claro,-16.3314,-48.9705,2G 3G 4G,2016-02-21 00:30:00,143.2,30.0,5.0,50.0,2.0,801
150607,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33124,-48.97049,Anápolis,GO,0.49,0.03,684678420,Claro,-16.3314,-48.9705,2G 3G 4G,2016-02-21 00:30:00,17.8,30.0,5.0,50.0,2.0,801
150608,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33119,-48.97114,Anápolis,GO,0.29,0.01,684678420,Claro,-16.3314,-48.9705,2G 3G 4G,2016-02-21 00:30:00,72.2,30.0,5.0,50.0,2.0,801
150609,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.3305,-48.9701,Anápolis,GO,0.47,0.03,684678420,Claro,-16.3314,-48.9705,2G 3G 4G,2016-02-21 00:30:00,108.8,30.0,5.0,50.0,2.0,801
150610,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30958,-48.96089,Anápolis,GO,1.3,0.22,684210851,Claro,-16.3086,-48.9608,2G 3G 4G,2016-02-21 00:30:00,109.4,30.0,4.98,50.2,2.1,801
150611,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30872,-48.96048,Anápolis,GO,0.55,0.04,684210851,Claro,-16.3086,-48.9608,2G 3G 4G,2016-02-21 00:30:00,36.7,30.0,4.98,50.2,2.1,801
150612,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30822,-48.9595,Anápolis,GO,1.15,0.17,684210851,Claro,-16.3086,-48.9608,2G 3G 4G,2016-02-21 00:30:00,145.0,30.0,4.98,50.2,2.1,801
150613,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30807,-48.96167,Anápolis,GO,1.09,0.15,684210851,Claro,-16.3086,-48.9608,2G 3G 4G,2016-02-21 00:30:00,110.0,30.0,4.98,50.2,2.1,801
150614,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.26132,-48.99911,Anápolis,GO,1.22,0.19,1001668038,Claro,-16.2600694444444,-49.0,2G 3G 4G,2016-02-21 00:30:00,168.4,30.0,5.03,50.2,2.0,801
150615,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.26112,-48.9976,Anápolis,GO,0.46,0.03,1001668038,Claro,-16.2600694444444,-49.0,2G 3G 4G,2016-02-21 00:30:00,281.6,30.0,5.03,50.2,2.0,801
150616,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.26084,-48.99857,Anápolis,GO,0.58,0.04,1001668038,Claro,-16.2600694444444,-49.0,2G 3G 4G,2016-02-21 00:30:00,175.1,30.0,5.03,50.2,2.0,801
150617,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.25999,-48.9989,Anápolis,GO,0.75,0.07,1001668038,Claro,-16.2600694444444,-49.0,2G 3G 4G,2016-02-21 00:30:00,117.8,30.0,5.03,50.2,2.0,801
150622,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28988,-48.94619,Anápolis,GO,0.82,0.09,699903734,Claro,-16.2893916666667,-48.9463777777778,2G 3G 4G,2016-02-21 00:30:00,57.9,30.0,5.0,50.0,2.0,800
150623,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28932,-48.9465,Anápolis,GO,0.68,0.06,699903734,Claro,-16.2893916666667,-48.9463777777778,2G 3G 4G,2016-02-21 00:30:00,15.3,30.0,5.0,50.0,2.0,800
150624,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28858,-48.94527,Anápolis,GO,0.66,0.06,699903734,Claro,-16.2893916666667,-48.9463777777778,2G 3G 4G,2016-02-21 00:45:00,148.7,30.0,5.0,50.0,2.0,800
150625,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.2883,-48.94729,Anápolis,GO,0.56,0.04,699903734,Claro,-16.2893916666667,-48.9463777777778,2G 3G 4G,2016-02-21 00:45:00,155.6,30.0,5.0,50.0,2.0,800
150631,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28375,-48.7948,Anápolis,GO,0.04,0.0,403000793,Claro,-16.2797194444444,-48.8009611111111,2G 3G 4G,2016-02-21 00:45:00,795.8,60.0,10.0,46.1,1.8,1295
150632,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28031,-48.79171,Anápolis,GO,0.37,0.02,403000793,Claro,-16.2797194444444,-48.8009611111111,2G 3G 4G,2016-02-21 00:45:00,989.6,60.0,10.0,46.1,1.8,1295
150633,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.27864,-48.78982,Anápolis,GO,0.14,0.0,403000793,Claro,-16.2797194444444,-48.8009611111111,2G 3G 4G,2016-02-21 00:45:00,1195.2,60.0,10.0,46.1,1.8,1295
150634,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.27728,-48.7867,Anápolis,GO,0.29,0.01,403000793,Claro,-16.2797194444444,-48.8009611111111,2G 3G 4G,2016-02-21 00:45:00,1546.2,60.0,10.0,46.1,1.8,1295
150928,My Business,Faixa Larga,-16.35033,-48.93733,Anápolis,GO,0.6,0.05,665608985,TIM,-16.349417,-48.938111,2G 3G 4G,2016-02-21 03:15:00,131.3,30.0,4.93,49.6,2.0,801
150929,My Business,Faixa Larga,-16.35011,-48.93864,Anápolis,GO,0.93,0.11,665608985,TIM,-16.349417,-48.938111,2G 3G 4G,2016-02-21 03:15:00,95.5,30.0,4.93,49.6,2.0,801
150930,My Business,Faixa Larga,-16.34928,-48.93842,Anápolis,GO,0.56,0.04,665608985,TIM,-16.349417,-48.938111,2G 3G 4G,2016-02-21 03:15:00,36.3,30.0,4.93,49.6,2.0,801
150931,My Business,Faixa Larga,-16.34828,-48.93828,Anápolis,GO,0.52,0.03,665608985,TIM,-16.349417,-48.938111,2G 3G 4G,2016-02-21 03:15:00,127.7,30.0,4.93,49.6,2.0,801
