,Nome Responsável,Tipo de Medicao,Latitude,Longitude,Municipio,UF,Valor Medio,% do Limite,Número Estação,Operadora,ErbLat,ErbLong,Tecs,Time,Distancia,Power,Gain,Tx_Height,Rx_Height,Frequency
14223,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40559,-48.97821,Anápolis,GO,0.4,0.02,1002483465,TIM,-16.4051111111111,-48.9786666666667,4G,2016-01-05 15:15:00,72.2,30.0,5.0,50.0,2.0,800
14224,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40433,-48.97911,Anápolis,GO,0.81,0.08,1002483465,TIM,-16.4051111111111,-48.9786666666667,4G,2016-01-05 15:15:00,98.9,30.0,5.0,50.0,2.0,800
14225,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40371,-48.97754,Anápolis,GO,0.51,0.03,1002483465,TIM,-16.4051111111111,-48.9786666666667,4G,2016-01-05 15:15:00,196.8,30.0,5.0,50.0,2.0,800
14226,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40711,-48.97761,Anápolis,GO,0.78,0.08,1002483465,TIM,-16.4051111111111,-48.9786666666667,4G,2016-01-05 15:15:00,249.2,30.0,5.0,50.0,2.0,800
14241,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40689,-48.94219,Anápolis,GO,0.2,0.01,1002487800,TIM,-16.4069444444444,-48.9419444444444,4G,2016-01-05 15:30:00,26.9,30.0,4.98,50.0,1.8,800
14242,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40608,-48.94386,Anápolis,GO,0.66,0.06,1002487800,TIM,-16.4069444444444,-48.9419444444444,4G,2016-01-05 15:30:00,225.8,30.0,4.98,50.0,1.8,800
14243,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40897,-48.94208,Anápolis,GO,0.22,0.01,1002487800,TIM,-16.4069444444444,-48.9419444444444,4G,2016-01-05 15:30:00,225.7,30.0,4.98,50.0,1.8,800
14244,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40588,-48.93995,Anápolis,GO,0.62,0.05,1002487800,TIM,-16.4069444444444,-48.9419444444444,4G,2016-01-05 15:30:00,243.5,30.0,4.98,50.0,1.8,800
14284,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36203,-48.98656,Anápolis,GO,0.3,0.01,1002483520,TIM,-16.37833,-48.98639,4G,2016-01-05 15:45:00,1812.6,59.6,9.96,59.4,1.4,1283
14285,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36261,-48.985,Anápolis,GO,0.43,0.02,1002483520,TIM,-16.37833,-48.98639,4G,2016-01-05 15:45:00,1754.3,59.6,9.96,59.4,1.4,1283
14286,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36061,-48.98772,Anápolis,GO,0.62,0.05,1002483520,TIM,-16.37833,-48.98639,4G,2016-01-05 15:45:00,1975.5,59.6,9.96,59.4,1.4,1283
14287,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.3635,-48.98714,Anápolis,GO,0.4,0.02,1002483520,TIM,-16.37833,-48.98639,4G,2016-01-05 15:45:00,1651.0,59.6,9.96,59.4,1.4,1283
14302,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32564,-48.95647,Anápolis,GO,0.26,0.01,1002483597,TIM,-16.3255555555556,-48.9563888888889,4G,2016-01-05 16:00:00,12.8,30.0,5.0,50.0,1.9,800
14303,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32475,-48.95567,Anápolis,GO,0.57,0.04,1002483597,TIM,-16.3255555555556,-48.9563888888889,4G,2016-01-05 16:00:00,117.9,30.0,5.0,50.0,1.9,800
14304,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32553,-48.95753,Anápolis,GO,0.6,0.05,1002483597,TIM,-16.3255555555556,-48.9563888888889,4G,2016-01-05 16:00:00,121.8,30.0,5.0,50.0,1.9,800
14305,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32661,-48.95667,Anápolis,GO,0.32,0.01,1002483597,TIM,-16.3255555555556,-48.9563888888889,4G,2016-01-05 16:00:00,121.0,30.0,5.0,50.0,1.9,800
14324,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33125,-48.9705,Anápolis,GO,2.23,0.63,1002483228,TIM,-16.330806,-48.97,4G,2016-01-05 16:00:00,72.7,30.0,5.01,50.3,2.1,801
14325,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33047,-48.97231,Anápolis,GO,5.32,3.61,1002483228,TIM,-16.330806,-48.97,4G,2016-01-05 16:00:00,249.3,30.0,5.01,50.3,2.1,801
14326,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33209,-48.96966,Anápolis,GO,0.57,0.04,1002483228,TIM,-16.330806,-48.97,4G,2016-01-05 16:00:00,147.3,30.0,5.01,50.3,2.1,801
14327,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33025,-48.97094,Anápolis,GO,0.5,0.03,1002483228,TIM,-16.330806,-48.97,4G,2016-01-05 16:00:00,117.8,30.0,5.01,50.3,2.1,801
14336,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34758,-48.95806,Anápolis,GO,0.24,0.01,1002483287,TIM,-16.3477777777778,-48.9583333333333,4G,2016-01-05 16:15:00,36.5,30.0,4.96,50.2,2.1,801
14337,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34659,-48.95695,Anápolis,GO,0.41,0.02,1002483287,TIM,-16.3477777777778,-48.9583333333333,4G,2016-01-05 16:15:00,198.1,30.0,4.96,50.2,2.1,801
14338,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34769,-48.95992,Anápolis,GO,0.87,0.1,1002483287,TIM,-16.3477777777778,-48.9583333333333,4G,2016-01-05 16:15:00,169.6,30.0,4.96,50.2,2.1,801
14339,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34911,-48.95856,Anápolis,GO,0.83,0.09,1002483287,TIM,-16.3477777777778,-48.9583333333333,4G,2016-01-05 16:15:00,150.1,30.0,4.96,50.2,2.1,801
14354,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36872,-48.96489,Anápolis,GO,0.35,0.02,1002483562,TIM,-16.3683333333333,-48.9644444444444,4G,2016-01-05 16:15:00,64.1,30.0,4.97,50.2,2.1,801
14355,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36767,-48.96392,Anápolis,GO,0.88,0.1,1002483562,TIM,-16.3683333333333,-48.9644444444444,4G,2016-01-05 16:15:00,92.6,30.0,4.97,50.2,2.1,801
14356,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36792,-48.96603,Anápolis,GO,0.19,0.0,1002483562,TIM,-16.3683333333333,-48.9644444444444,4G,2016-01-05 16:15:00,175.3,30.0,4.97,50.2,2.1,801
14357,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37025,-48.96558,Anápolis,GO,0.66,0.06,1002483562,TIM,-16.3683333333333,-48.9644444444444,4G,2016-01-05 16:15:00,245.2,30.0,4.97,50.2,2.1,801
14362,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37242,-48.94569,Anápolis,GO,0.31,0.01,1002483546,TIM,-16.3725,-48.945667,4G,2016-01-05 16:15:00,9.2,47.0,8.25,20.4,1.8,1547
14363,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37433,-48.94583,Anápolis,GO,0.43,0.02,1002483546,TIM,-16.3725,-48.945667,4G,2016-01-05 16:30:00,204.2,47.0,8.25,20.4,1.8,1547
14364,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37025,-48.94472,Anápolis,GO,1.14,0.17,1002483546,TIM,-16.3725,-48.945667,4G,2016-01-05 16:30:00,269.8,47.0,8.25,20.4,1.8,1547
14365,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37092,-48.94719,Anápolis,GO,0.41,0.02,1002483546,TIM,-16.3725,-48.945667,4G,2016-01-05 16:30:00,239.3,47.0,8.25,20.4,1.8,1547
14370,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34489,-48.91806,Anápolis,GO,1.55,0.31,1002483457,TIM,-16.344861,-48.918028,4G,2016-01-05 16:30:00,4.7,30.0,4.99,50.0,2.0,801
14371,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34353,-48.91833,Anápolis,GO,0.64,0.05,1002483457,TIM,-16.344861,-48.918028,4G,2016-01-05 16:30:00,151.5,30.0,4.99,50.0,2.0,801
14372,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34592,-48.919,Anápolis,GO,1.09,0.15,1002483457,TIM,-16.344861,-48.918028,4G,2016-01-05 16:30:00,156.9,30.0,4.99,50.0,2.0,801
14373,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34575,-48.91656,Anápolis,GO,0.32,0.01,1002483457,TIM,-16.344861,-48.918028,4G,2016-01-05 16:30:00,185.2,30.0,4.99,50.0,2.0,801
14378,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.35097,-48.90222,Anápolis,GO,0.45,0.03,1002483864,TIM,-16.3505555555556,-48.9011111111111,4G,2016-01-05 16:30:00,127.0,30.0,4.93,50.1,2.0,801
14379,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34825,-48.90333,Anápolis,GO,0.56,0.04,1002483864,TIM,-16.3505555555556,-48.9011111111111,4G,2016-01-05 16:30:00,349.0,30.0,4.93,50.1,2.0,801
14380,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.35017,-48.90067,Anápolis,GO,0.47,0.03,1002483864,TIM,-16.3505555555556,-48.9011111111111,4G,2016-01-05 16:30:00,63.7,30.0,4.93,50.1,2.0,801
14381,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34878,-48.90119,Anápolis,GO,0.37,0.02,1002483864,TIM,-16.3505555555556,-48.9011111111111,4G,2016-01-05 16:30:00,197.6,30.0,4.93,50.1,2.0,801
14388,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33,-48.92506,Anápolis,GO,0.87,0.1,1002483384,TIM,-16.3445555555556,-48.9326444444444,4G,2016-01-05 16:30:00,1809.6,59.8,9.97,63.1,2.1,1285
14394,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34533,-48.93833,Anápolis,GO,0.75,0.07,1002483082,TIM,-16.344694,-48.938056,4G,2016-01-05 16:30:00,76.5,30.0,5.0,50.0,2.0,800
14395,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34678,-48.93781,Anápolis,GO,0.56,0.04,1002483082,TIM,-16.344694,-48.938056,4G,2016-01-05 16:45:00,233.4,30.0,5.0,50.0,2.0,800
14396,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34554,-48.93682,Anápolis,GO,0.33,0.01,1002483082,TIM,-16.344694,-48.938056,4G,2016-01-05 16:45:00,162.0,30.0,5.0,50.0,2.0,800
14397,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34378,-48.93908,Anápolis,GO,0.38,0.02,1002483082,TIM,-16.344694,-48.938056,4G,2016-01-05 16:45:00,149.2,30.0,5.0,50.0,2.0,800
14408,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31314,-48.90075,Anápolis,GO,1.13,0.16,1002483147,TIM,-16.32944,-48.90056,4G,2016-01-05 16:45:00,1812.6,59.9,9.99,51.8,1.2,1453
14409,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31411,-48.902,Anápolis,GO,0.98,0.12,1002483147,TIM,-16.32944,-48.90056,4G,2016-01-05 16:45:00,1711.5,59.9,9.99,51.8,1.2,1453
14410,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31408,-48.90006,Anápolis,GO,1.5,0.29,1002483147,TIM,-16.32944,-48.90056,4G,2016-01-05 16:45:00,1708.8,59.9,9.99,51.8,1.2,1453
14411,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31175,-48.90167,Anápolis,GO,0.97,0.12,1002483147,TIM,-16.32944,-48.90056,4G,2016-01-05 16:45:00,1970.6,59.9,9.99,51.8,1.2,1453
14416,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30653,-48.93742,Anápolis,GO,0.32,0.01,1002483074,TIM,-16.3066666666667,-48.9372222222222,4G,2016-01-05 16:45:00,26.0,46.7,7.0,29.1,1.4,1621
14417,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30794,-48.93644,Anápolis,GO,3.93,1.97,1002483074,TIM,-16.3066666666667,-48.9372222222222,4G,2016-01-05 16:45:00,164.4,46.7,7.0,29.1,1.4,1621
14418,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30475,-48.93764,Anápolis,GO,0.37,0.02,1002483074,TIM,-16.3066666666667,-48.9372222222222,4G,2016-01-05 16:45:00,217.7,46.7,7.0,29.1,1.4,1621
14419,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30769,-48.93833,Anápolis,GO,0.49,0.03,1002483074,TIM,-16.3066666666667,-48.9372222222222,4G,2016-01-05 16:45:00,164.1,46.7,7.0,29.1,1.4,1621
14426,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28467,-48.93872,Anápolis,GO,0.42,0.02,1002483309,TIM,-16.2846888888889,-48.9386694444444,4G,2016-01-05 16:45:00,5.8,30.0,4.96,50.0,2.1,801
14427,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28461,-48.93706,Anápolis,GO,0.43,0.02,1002483309,TIM,-16.2846888888889,-48.9386694444444,4G,2016-01-05 17:00:00,172.0,30.0,4.96,50.0,2.1,801
14428,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28347,-48.93744,Anápolis,GO,0.37,0.02,1002483309,TIM,-16.2846888888889,-48.9386694444444,4G,2016-01-05 17:00:00,188.7,30.0,4.96,50.0,2.1,801
14429,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28317,-48.93967,Anápolis,GO,0.39,0.02,1002483309,TIM,-16.2846888888889,-48.9386694444444,4G,2016-01-05 17:00:00,199.8,30.0,4.96,50.0,2.1,801
14448,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29861,-48.95672,Anápolis,GO,0.56,0.04,1002483341,TIM,-16.298583,-48.95675,4G,2016-01-05 17:00:00,4.4,60.0,10.0,53.9,1.5,1112
14449,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.2995,-48.95661,Anápolis,GO,0.61,0.05,1002483341,TIM,-16.298583,-48.95675,4G,2016-01-05 17:00:00,103.1,60.0,10.0,53.9,1.5,1112
14450,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29819,-48.95556,Anápolis,GO,1.04,0.14,1002483341,TIM,-16.298583,-48.95675,4G,2016-01-05 17:00:00,134.3,60.0,10.0,53.9,1.5,1112
14451,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29772,-48.95792,Anápolis,GO,3.53,1.59,1002483341,TIM,-16.298583,-48.95675,4G,2016-01-05 17:00:00,157.5,60.0,10.0,53.9,1.5,1112
14456,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31506,-48.96272,Anápolis,GO,0.79,0.08,1002483201,TIM,-16.315278,-48.962778,4G,2016-01-05 17:00:00,25.0,30.0,4.95,50.2,2.1,801
14457,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31383,-48.96264,Anápolis,GO,1.51,0.29,1002483201,TIM,-16.315278,-48.962778,4G,2016-01-05 17:00:00,161.7,30.0,4.95,50.2,2.1,801
14458,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31514,-48.96408,Anápolis,GO,0.9,0.1,1002483201,TIM,-16.315278,-48.962778,4G,2016-01-05 17:15:00,139.8,30.0,4.95,50.2,2.1,801
14459,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31531,-48.96144,Anápolis,GO,0.9,0.1,1002483201,TIM,-16.315278,-48.962778,4G,2016-01-05 17:15:00,142.8,30.0,4.95,50.2,2.1,801
14468,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28202,-48.97483,Anápolis,GO,0.38,0.02,1002483279,TIM,-16.2986111111111,-48.9747222222222,4G,2016-01-05 17:15:00,1844.9,59.6,9.96,58.9,1.4,1299
14469,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28336,-48.97414,Anápolis,GO,0.55,0.04,1002483279,TIM,-16.2986111111111,-48.9747222222222,4G,2016-01-05 17:15:00,1697.0,59.6,9.96,58.9,1.4,1299
14471,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28144,-48.97669,Anápolis,GO,0.42,0.02,1002483279,TIM,-16.2986111111111,-48.9747222222222,4G,2016-01-05 17:15:00,1920.9,59.6,9.96,58.9,1.4,1299
14743,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.406,-48.94722,Anápolis,GO,0.39,0.02,695734369,Claro,-16.40565,-48.9472416666667,2G 3G 4G,2016-01-05 19:15:00,39.0,30.0,4.98,49.9,1.9,800
14744,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40581,-48.94858,Anápolis,GO,0.27,0.01,695734369,Claro,-16.40565,-48.9472416666667,2G 3G 4G,2016-01-05 19:15:00,143.9,30.0,4.98,49.9,1.9,800
14745,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40617,-48.94767,Anápolis,GO,0.33,0.01,695734369,Claro,-16.40565,-48.9472416666667,2G 3G 4G,2016-01-05 19:15:00,73.7,30.0,4.98,49.9,1.9,800
14746,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40594,-48.94647,Anápolis,GO,0.41,0.02,695734369,Claro,-16.40565,-48.9472416666667,2G 3G 4G,2016-01-05 19:30:00,88.4,30.0,4.98,49.9,1.9,800
14757,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38228,-48.97658,Anápolis,GO,0.36,0.02,692777431,Claro,-16.3823694444444,-48.97665,2G 3G 4G,2016-01-05 19:30:00,12.4,30.0,4.99,50.0,2.0,800
14758,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38322,-48.97697,Anápolis,GO,0.33,0.01,692777431,Claro,-16.3823694444444,-48.97665,2G 3G 4G,2016-01-05 19:30:00,100.5,30.0,4.99,50.0,2.0,800
14759,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38281,-48.97633,Anápolis,GO,0.26,0.01,692777431,Claro,-16.3823694444444,-48.97665,2G 3G 4G,2016-01-05 19:30:00,59.7,30.0,4.99,50.0,2.0,800
14760,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38194,-48.97626,Anápolis,GO,0.35,0.02,692777431,Claro,-16.3823694444444,-48.97665,2G 3G 4G,2016-01-05 19:30:00,63.3,30.0,4.99,50.0,2.0,800
14789,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.3725,-48.94569,Anápolis,GO,0.44,0.02,692518835,Claro,-16.3725194444444,-48.9458888888889,2G 3G 4G,2016-01-05 19:45:00,21.3,30.0,5.0,50.0,2.0,801
14790,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37236,-48.94458,Anápolis,GO,0.6,0.05,692518835,Claro,-16.3725194444444,-48.9458888888889,2G 3G 4G,2016-01-05 19:45:00,140.8,30.0,5.0,50.0,2.0,801
14791,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37383,-48.94625,Anápolis,GO,1.12,0.16,692518835,Claro,-16.3725194444444,-48.9458888888889,2G 3G 4G,2016-01-05 19:45:00,150.7,30.0,5.0,50.0,2.0,801
14792,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37167,-48.94531,Anápolis,GO,0.58,0.04,692518835,Claro,-16.3725194444444,-48.9458888888889,2G 3G 4G,2016-01-05 19:45:00,112.9,30.0,5.0,50.0,2.0,801
14801,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.35419,-48.97961,Anápolis,GO,0.78,0.08,695256785,Claro,-16.3543388888889,-48.9797222222222,2G 3G 4G,2016-01-05 19:45:00,20.4,29.9,4.97,50.2,2.0,800
14802,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.35433,-48.97939,Anápolis,GO,0.89,0.1,695256785,Claro,-16.3543388888889,-48.9797222222222,2G 3G 4G,2016-01-05 19:45:00,35.5,29.9,4.97,50.2,2.0,800
14803,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.35342,-48.97983,Anápolis,GO,0.88,0.1,695256785,Claro,-16.3543388888889,-48.9797222222222,2G 3G 4G,2016-01-05 19:45:00,102.8,29.9,4.97,50.2,2.0,800
14804,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.35411,-48.98006,Anápolis,GO,0.57,0.04,695256785,Claro,-16.3543388888889,-48.9797222222222,2G 3G 4G,2016-01-05 19:45:00,44.1,29.9,4.97,50.2,2.0,800
14805,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32583,-48.97428,Anápolis,GO,0.55,0.04,693077182,Claro,-16.32595,-48.9742888888889,2G 3G 4G,2016-01-05 19:45:00,13.4,30.0,5.0,50.0,2.0,800
14806,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32583,-48.97372,Anápolis,GO,0.52,0.03,693077182,Claro,-16.32595,-48.9742888888889,2G 3G 4G,2016-01-05 19:45:00,62.2,30.0,5.0,50.0,2.0,800
14807,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32578,-48.97486,Anápolis,GO,0.76,0.07,693077182,Claro,-16.32595,-48.9742888888889,2G 3G 4G,2016-01-05 19:45:00,63.8,30.0,5.0,50.0,2.0,800
14808,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32725,-48.97436,Anápolis,GO,1.37,0.24,693077182,Claro,-16.32595,-48.9742888888889,2G 3G 4G,2016-01-05 19:45:00,144.8,30.0,5.0,50.0,2.0,800
14829,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32533,-48.96103,Anápolis,GO,0.41,0.02,693180030,Claro,-16.3253694444444,-48.9613,2G 3G 4G,2016-01-05 20:00:00,29.1,20.0,1.02,47.2,2.0,800
14830,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32533,-48.962,Anápolis,GO,0.53,0.04,693180030,Claro,-16.3253694444444,-48.9613,2G 3G 4G,2016-01-05 20:00:00,74.8,20.0,1.02,47.2,2.0,800
14831,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32633,-48.96108,Anápolis,GO,0.38,0.02,693180030,Claro,-16.3253694444444,-48.9613,2G 3G 4G,2016-01-05 20:00:00,109.4,20.0,1.02,47.2,2.0,800
14832,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32517,-48.96139,Anápolis,GO,0.41,0.02,693180030,Claro,-16.3253694444444,-48.9613,2G 3G 4G,2016-01-05 20:00:00,24.2,20.0,1.02,47.2,2.0,800
14855,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32928,-48.95719,Anápolis,GO,0.43,0.02,693179970,Claro,-16.32955,-48.9556194444444,2G 3G 4G,2016-01-05 20:15:00,170.3,35.7,5.95,60.7,1.8,800
14856,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.33047,-48.95747,Anápolis,GO,0.37,0.02,693179970,Claro,-16.32955,-48.9556194444444,2G 3G 4G,2016-01-05 20:15:00,222.4,35.7,5.95,60.7,1.8,800
14857,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32964,-48.95781,Anápolis,GO,0.63,0.05,693179970,Claro,-16.32955,-48.9556194444444,2G 3G 4G,2016-01-05 20:15:00,234.0,35.7,5.95,60.7,1.8,800
14858,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32964,-48.95697,Anápolis,GO,0.75,0.07,693179970,Claro,-16.32955,-48.9556194444444,2G 3G 4G,2016-01-05 20:15:00,144.5,35.7,5.95,60.7,1.8,800
14875,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34219,-48.93553,Anápolis,GO,0.28,0.01,693136294,Claro,-16.3423,-48.9353305555556,2G 3G 4G,2016-01-05 20:30:00,24.5,30.0,4.97,50.1,2.0,801
14876,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34242,-48.93611,Anápolis,GO,0.53,0.04,693136294,Claro,-16.3423,-48.9353305555556,2G 3G 4G,2016-01-05 20:30:00,84.2,30.0,4.97,50.1,2.0,801
14877,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34217,-48.93492,Anápolis,GO,0.32,0.01,693136294,Claro,-16.3423,-48.9353305555556,2G 3G 4G,2016-01-05 20:30:00,46.1,30.0,4.97,50.1,2.0,801
14878,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34294,-48.93497,Anápolis,GO,0.26,0.01,693136294,Claro,-16.3423,-48.9353305555556,2G 3G 4G,2016-01-05 20:30:00,80.9,30.0,4.97,50.1,2.0,801
14895,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34489,-48.91806,Anápolis,GO,0.46,0.03,695436830,Claro,-16.3450138888889,-48.9181027777778,2G 3G 4G,2016-01-05 20:30:00,14.5,30.0,5.0,50.0,2.0,800
14896,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34461,-48.91828,Anápolis,GO,0.51,0.03,695436830,Claro,-16.3450138888889,-48.9181027777778,2G 3G 4G,2016-01-05 20:30:00,48.7,30.0,5.0,50.0,2.0,800
